Country,EdLevel,YearsCodePro,Salary
Belgium,Master’s degree,15.0,53703.0
United States of America,Bachelor’s degree,10.0,153000.0
United States of America,Less than a Bachelor’s degree,3.0,135000.0
Germany,Master’s degree,13.0,102036.0
United States of America,Bachelor’s degree,8.0,140000.0
United States of America,Bachelor’s degree,19.0,185000.0
United States of America,Less than a Bachelor’s degree,26.0,110000.0
Canada,Less than a Bachelor’s degree,8.0,94501.0
France,Post grad,20.0,91295.0
United States of America,Bachelor’s degree,8.0,206000.0
Ireland,Bachelor’s degree,1.0,59073.0
Germany,Less than a Bachelor’s degree,1.0,12373.0
Denmark,Less than a Bachelor’s degree,3.0,69121.0
Switzerland,Bachelor’s degree,12.0,111417.0
Czech Republic,Less than a Bachelor’s degree,9.0,47952.0
Italy,Post grad,3.0,48333.0
Germany,Master’s degree,10.0,139628.0
Switzerland,Bachelor’s degree,5.0,111417.0
Ukraine,Bachelor’s degree,3.0,40383.0
Canada,Bachelor’s degree,12.0,247156.0
New Zealand,Bachelor’s degree,16.0,200000.0
Netherlands,Master’s degree,28.0,83777.0
United States of America,Bachelor’s degree,6.0,155000.0
France,Bachelor’s degree,1.0,34370.0
Italy,Bachelor’s degree,15.0,37592.0
United States of America,Less than a Bachelor’s degree,20.0,215000.0
Poland,Bachelor’s degree,5.0,37120.0
Australia,Master’s degree,15.0,79279.0
United States of America,Bachelor’s degree,25.0,135000.0
Poland,Bachelor’s degree,3.0,46276.0
Mexico,Less than a Bachelor’s degree,4.0,59300.0
United States of America,Bachelor’s degree,21.0,200000.0
France,Less than a Bachelor’s degree,14.0,48333.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,18.0,146496.0
New Zealand,Master’s degree,4.0,86039.0
Canada,Less than a Bachelor’s degree,16.0,181732.0
Israel,Less than a Bachelor’s degree,12.0,139239.0
Canada,Bachelor’s degree,8.0,83597.0
Germany,Post grad,31.0,161109.0
Brazil,Bachelor’s degree,9.0,29092.0
United States of America,Less than a Bachelor’s degree,26.0,250000.0
United States of America,Bachelor’s degree,26.0,150000.0
Brazil,Bachelor’s degree,10.0,13054.0
United States of America,Master’s degree,28.0,165000.0
France,Master’s degree,10.0,61222.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,35.0,106369.0
United States of America,Bachelor’s degree,30.0,185000.0
Germany,Master’s degree,8.0,75184.0
Brazil,Less than a Bachelor’s degree,19.0,29092.0
Ireland,Bachelor’s degree,5.0,128887.0
Canada,Bachelor’s degree,10.0,72693.0
United States of America,Less than a Bachelor’s degree,6.0,181000.0
Ukraine,Master’s degree,8.0,59241.0
United States of America,Bachelor’s degree,17.0,185000.0
Germany,Bachelor’s degree,10.0,75184.0
Norway,Master’s degree,8.0,112309.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,86472.0
Netherlands,Post grad,9.0,48333.0
Russian Federation,Less than a Bachelor’s degree,20.0,134454.0
Russian Federation,Less than a Bachelor’s degree,0.5,13445.0
France,Master’s degree,18.0,53703.0
Czech Republic,Master’s degree,14.0,43435.0
Hungary,Less than a Bachelor’s degree,6.0,55438.0
Germany,Master’s degree,9.0,83777.0
United States of America,Master’s degree,14.0,122000.0
United States of America,Bachelor’s degree,16.0,195000.0
United States of America,Less than a Bachelor’s degree,31.0,190000.0
Canada,Less than a Bachelor’s degree,6.0,87231.0
Poland,Bachelor’s degree,3.0,44544.0
Norway,Bachelor’s degree,11.0,73937.0
Canada,Bachelor’s degree,10.0,89412.0
Finland,Less than a Bachelor’s degree,28.0,91295.0
United States of America,Bachelor’s degree,16.0,229000.0
New Zealand,Bachelor’s degree,12.0,91570.0
United States of America,Bachelor’s degree,6.0,50000.0
New Zealand,Bachelor’s degree,8.0,79894.0
Romania,Bachelor’s degree,10.0,66242.0
Germany,Master’s degree,5.0,89147.0
Spain,Bachelor’s degree,4.0,42962.0
United States of America,Less than a Bachelor’s degree,30.0,160000.0
United States of America,Less than a Bachelor’s degree,8.0,195000.0
United States of America,Master’s degree,25.0,160000.0
Ukraine,Master’s degree,8.0,90000.0
United States of America,Bachelor’s degree,9.0,85000.0
United States of America,Post grad,10.0,120000.0
United States of America,Bachelor’s degree,9.0,180000.0
Portugal,Bachelor’s degree,5.0,41244.0
Hungary,Bachelor’s degree,3.0,30773.0
United States of America,Master’s degree,2.0,115000.0
United States of America,Bachelor’s degree,7.0,98000.0
Ukraine,Bachelor’s degree,8.0,64629.0
Netherlands,Master’s degree,12.0,64444.0
Canada,Bachelor’s degree,1.0,107440.0
Mexico,Bachelor’s degree,18.0,45284.0
Spain,Less than a Bachelor’s degree,8.0,46185.0
Ukraine,Bachelor’s degree,12.0,84000.0
United States of America,Bachelor’s degree,5.0,65000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,57325.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,11.0,146496.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,1.0,48407.0
United States of America,Less than a Bachelor’s degree,29.0,130000.0
Germany,Bachelor’s degree,3.0,55851.0
United States of America,Bachelor’s degree,30.0,250000.0
United States of America,Bachelor’s degree,3.0,87000.0
United States of America,Less than a Bachelor’s degree,4.0,110000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,1.0,82802.0
United States of America,Bachelor’s degree,4.0,80000.0
United States of America,Master’s degree,16.0,200000.0
Spain,Less than a Bachelor’s degree,4.0,45111.0
United States of America,Master’s degree,8.0,165000.0
Brazil,Master’s degree,16.0,24616.0
Mexico,Less than a Bachelor’s degree,8.0,75473.0
Ukraine,Master’s degree,14.0,18661.0
United States of America,Master’s degree,38.0,100000.0
United States of America,Bachelor’s degree,6.0,104000.0
United States of America,Master’s degree,5.0,134000.0
Switzerland,Master’s degree,4.0,100275.0
United States of America,Bachelor’s degree,1.0,78634.0
United States of America,Post grad,0.5,110000.0
Ukraine,Master’s degree,5.0,12342.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,18.0,110827.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,4.0,81528.0
Ukraine,Bachelor’s degree,4.0,30000.0
France,Bachelor’s degree,16.0,80555.0
United States of America,Bachelor’s degree,30.0,160000.0
New Zealand,Bachelor’s degree,27.0,110622.0
United States of America,Bachelor’s degree,6.0,130000.0
Canada,Master’s degree,19.0,159924.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,3.0,89172.0
United States of America,Less than a Bachelor’s degree,2.0,84000.0
United States of America,Master’s degree,10.0,222000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,70063.0
Mexico,Bachelor’s degree,5.0,43127.0
United States of America,Bachelor’s degree,6.0,180000.0
Portugal,Bachelor’s degree,0.5,21052.0
Portugal,Bachelor’s degree,14.0,65000.0
Russian Federation,Bachelor’s degree,3.0,24202.0
United States of America,Post grad,6.0,200000.0
Germany,Less than a Bachelor’s degree,22.0,61222.0
India,Bachelor’s degree,17.0,68192.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,3.0,50955.0
United States of America,Less than a Bachelor’s degree,37.0,74000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,110827.0
Germany,Master’s degree,9.0,107406.0
Pakistan,Bachelor’s degree,3.0,17227.0
United States of America,Less than a Bachelor’s degree,2.0,36000.0
Australia,Bachelor’s degree,12.0,62763.0
United States of America,Bachelor’s degree,2.0,95000.0
Switzerland,Bachelor’s degree,2.0,108074.0
United States of America,Bachelor’s degree,5.0,100000.0
United States of America,Master’s degree,7.0,175000.0
United States of America,Bachelor’s degree,11.0,175000.0
United States of America,Bachelor’s degree,25.0,186000.0
United States of America,Master’s degree,31.0,165000.0
Ukraine,Post grad,3.0,23697.0
Canada,Bachelor’s degree,9.0,76328.0
Australia,Bachelor’s degree,29.0,85886.0
United States of America,Less than a Bachelor’s degree,25.0,105000.0
United States of America,Bachelor’s degree,33.0,180000.0
United States of America,Less than a Bachelor’s degree,8.0,172000.0
United States of America,Bachelor’s degree,19.0,140000.0
Australia,Master’s degree,18.0,118919.0
United States of America,Less than a Bachelor’s degree,5.0,159500.0
Brazil,Bachelor’s degree,4.0,27973.0
Australia,Master’s degree,15.0,99099.0
United States of America,Less than a Bachelor’s degree,25.0,160000.0
Brazil,Post grad,33.0,83919.0
United States of America,Bachelor’s degree,2.0,140000.0
Switzerland,Post grad,4.0,111417.0
United States of America,Less than a Bachelor’s degree,23.0,170000.0
United States of America,Bachelor’s degree,6.0,185000.0
Australia,Bachelor’s degree,23.0,92492.0
Japan,Bachelor’s degree,4.0,31822.0
United States of America,Master’s degree,13.0,54000.0
United States of America,Bachelor’s degree,44.0,185000.0
Australia,Master’s degree,31.0,99099.0
Australia,Less than a Bachelor’s degree,25.0,165165.0
United States of America,Bachelor’s degree,5.0,150000.0
Japan,Bachelor’s degree,5.0,43883.0
United States of America,Master’s degree,24.0,250000.0
Canada,Bachelor’s degree,10.0,175000.0
United States of America,Less than a Bachelor’s degree,28.0,130000.0
Brazil,Master’s degree,9.0,44757.0
Denmark,Bachelor’s degree,29.0,122402.0
Ukraine,Less than a Bachelor’s degree,3.0,20475.0
Canada,Less than a Bachelor’s degree,7.0,58154.0
United States of America,Bachelor’s degree,6.0,180000.0
United States of America,Master’s degree,6.0,180000.0
Australia,Post grad,6.0,103063.0
United States of America,Bachelor’s degree,7.0,128000.0
United States of America,Bachelor’s degree,5.0,100000.0
United States of America,Bachelor’s degree,6.0,220000.0
United States of America,Bachelor’s degree,10.0,190000.0
Japan,Bachelor’s degree,4.0,25458.0
United States of America,Master’s degree,2.0,120000.0
France,Bachelor’s degree,3.0,36518.0
United States of America,Bachelor’s degree,2.0,70000.0
Canada,Bachelor’s degree,10.0,87231.0
United States of America,Bachelor’s degree,20.0,185000.0
United States of America,Master’s degree,42.0,180000.0
United States of America,Less than a Bachelor’s degree,13.0,210000.0
Brazil,Master’s degree,17.0,78325.0
Australia,Bachelor’s degree,6.0,99099.0
United States of America,Bachelor’s degree,10.0,150000.0
United States of America,Bachelor’s degree,22.0,150000.0
United States of America,Bachelor’s degree,7.0,175000.0
United States of America,Less than a Bachelor’s degree,7.0,60000.0
Australia,Bachelor’s degree,1.0,52853.0
Australia,Bachelor’s degree,5.0,75976.0
United States of America,Bachelor’s degree,7.0,172000.0
Brazil,Master’s degree,15.0,11189.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,28.0,216559.0
United States of America,Less than a Bachelor’s degree,22.0,165000.0
India,Bachelor’s degree,12.0,29909.0
United States of America,Master’s degree,25.0,190000.0
United States of America,Bachelor’s degree,3.0,240000.0
United States of America,Bachelor’s degree,23.0,120000.0
United States of America,Less than a Bachelor’s degree,9.0,115000.0
Australia,Master’s degree,20.0,89189.0
India,Bachelor’s degree,20.0,95708.0
Germany,Bachelor’s degree,11.0,75184.0
United States of America,Less than a Bachelor’s degree,2.0,89000.0
United States of America,Bachelor’s degree,10.0,170000.0
United States of America,Bachelor’s degree,30.0,225400.0
Canada,Master’s degree,10.0,167194.0
New Zealand,Bachelor’s degree,13.0,145652.0
United States of America,Post grad,7.0,70000.0
United States of America,Bachelor’s degree,14.0,152000.0
United States of America,Less than a Bachelor’s degree,9.0,175000.0
United States of America,Bachelor’s degree,13.0,225000.0
Australia,Bachelor’s degree,2.0,66066.0
United States of America,Master’s degree,8.0,125000.0
Japan,Master’s degree,18.0,127288.0
United States of America,Bachelor’s degree,12.0,55000.0
Brazil,Less than a Bachelor’s degree,5.0,29092.0
United States of America,Less than a Bachelor’s degree,10.0,203000.0
United States of America,Less than a Bachelor’s degree,6.0,110000.0
United States of America,Bachelor’s degree,8.0,100000.0
United States of America,Bachelor’s degree,23.0,110000.0
United States of America,Bachelor’s degree,20.0,200000.0
United States of America,Bachelor’s degree,3.0,155000.0
Australia,Bachelor’s degree,18.0,79279.0
United States of America,Less than a Bachelor’s degree,4.0,40000.0
United States of America,Less than a Bachelor’s degree,24.0,110000.0
New Zealand,Bachelor’s degree,2.0,39947.0
Russian Federation,Post grad,17.0,28011.0
Australia,Bachelor’s degree,7.0,99099.0
United States of America,Bachelor’s degree,18.0,130000.0
United States of America,Bachelor’s degree,16.0,250000.0
United States of America,Less than a Bachelor’s degree,4.0,62000.0
India,Master’s degree,12.0,71781.0
India,Bachelor’s degree,6.0,15074.0
Brazil,Bachelor’s degree,3.0,13427.0
Australia,Bachelor’s degree,25.0,132132.0
Australia,Less than a Bachelor’s degree,10.0,138739.0
United States of America,Post grad,7.0,80000.0
United States of America,Bachelor’s degree,10.0,209000.0
Japan,Master’s degree,4.0,30549.0
Mexico,Less than a Bachelor’s degree,11.0,70082.0
United States of America,Bachelor’s degree,16.0,45000.0
Canada,Bachelor’s degree,12.0,98862.0
Mexico,Master’s degree,19.0,102427.0
Canada,Master’s degree,16.0,239887.0
Australia,Bachelor’s degree,5.0,39640.0
Australia,Master’s degree,6.0,54835.0
Germany,Post grad,25.0,174766.0
United States of America,Bachelor’s degree,26.0,138000.0
Canada,Bachelor’s degree,8.0,114855.0
Canada,Master’s degree,17.0,123360.0
Australia,Bachelor’s degree,22.0,69369.0
United States of America,Bachelor’s degree,6.0,156000.0
Germany,Master’s degree,17.0,53703.0
Australia,Master’s degree,20.0,123543.0
United States of America,Bachelor’s degree,16.0,140000.0
United States of America,Bachelor’s degree,9.0,150000.0
Czech Republic,Master’s degree,10.0,57334.0
India,Bachelor’s degree,20.0,112457.0
Australia,Bachelor’s degree,7.0,75976.0
Canada,Less than a Bachelor’s degree,11.0,87231.0
Belgium,Master’s degree,35.0,118147.0
United States of America,Bachelor’s degree,5.0,135000.0
Germany,Master’s degree,6.0,118147.0
Canada,Less than a Bachelor’s degree,6.0,95955.0
United States of America,Less than a Bachelor’s degree,11.0,70000.0
Germany,Bachelor’s degree,16.0,118147.0
Australia,Bachelor’s degree,1.0,52853.0
United States of America,Less than a Bachelor’s degree,28.0,85000.0
Germany,Less than a Bachelor’s degree,1.0,32222.0
United States of America,Bachelor’s degree,6.0,139900.0
United States of America,Bachelor’s degree,7.0,150000.0
United States of America,Master’s degree,40.0,148000.0
South Africa,Bachelor’s degree,22.0,57134.0
Netherlands,Less than a Bachelor’s degree,40.0,80555.0
